Date,Plat,category,isPresent
2015-11-17,Rôti de bœuf,viande rouge,True
2015-11-23,Lasagnes,viande rouge,True
2016-02-22,Lasagnes,viande rouge,True
2016-03-16,couscous merguez,viande rouge,True
2016-06-09,Sauté de bœuf bourguignon,viande rouge,True
2016-11-10,Rôti de boeuf*,viande rouge,True
2017-01-09,Rosette bio°,viande rouge,True
2017-01-12,Emincé de boeuf  Stogonoff,viande rouge,True
2017-02-23,Rôti de boeuf* fermier,viande rouge,True
2017-03-13,Hachis Parmentier*,viande rouge,True
2017-03-30,Rôti de boeuf*,viande rouge,True
2017-08-28,Boulettes de boeuf* sauce barbecue,viande rouge,True
2018-05-14,Lasagnes* napolitaines,viande rouge,True
2018-09-17,Roti de boeuf*,viande rouge,True
2018-10-01,Boulettes de boeuf sauce tomate,viande rouge,True
2018-10-18,Boeuf* sauce aux champignons,viande rouge,True
2018-12-04,Hachis Parmentier*,viande rouge,True
2018-12-17,Lasagnes* napolitaines,viande rouge,True
2019-02-07,Roti de boeuf*,viande rouge,True
2019-02-13,Roti de boeuf*,viande rouge,True
2019-08-07,Rôti de boeuf*,viande rouge,True
2019-09-16,Hachis Parmentier*,viande rouge,True
2011-01-03,Hachis Parmentier,viande rouge,True
2011-01-11,sauté de bœuf Bourguignon,viande rouge,True
2011-04-07,Couscous boulettes de bœuf,viande rouge,True
2011-05-19,Rôti de bœuf,viande rouge,True
2011-07-04,Pâtes à la bolognaise,viande rouge,True
2011-08-10,Merguez,viande rouge,True
2011-08-29,Pâtes à la bolognaise,viande rouge,True
2011-10-04,emincé de bœuf Strogonoff,viande rouge,True
2012-04-23,Hachis parmentier,viande rouge,True
2012-07-16,chili con carné,viande rouge,True
2013-10-03,Rôti de bœuf,viande rouge,True
2014-06-11,Rôti de bœuf,viande rouge,True
2014-08-20,Rôti de bœuf,viande rouge,True
2014-11-04,rôti de bœuf au jus,viande rouge,True
2014-12-22,Boulettes de bœuf en tagine,viande rouge,True
2015-01-22,Rôti de bœuf ketchup,viande rouge,True
2015-03-05,Rôti de bœuf au jus,viande rouge,True
2015-05-07,Rôti de bœuf  au jus,viande rouge,True
2015-05-18,Hachis parmentier,viande rouge,True
2015-05-26,Pâtes à la bolognaise,viande rouge,True
2015-11-02,Hachis Parmentier,viande rouge,True
2015-11-26,Boeuf braisé,viande rouge,True
2015-12-22,Rôti de bœuf,viande rouge,True
2016-02-24,Rôti de bœuf Terre à l'assiette,viande rouge,True
2016-07-21,Rôti de bœuf,viande rouge,True
2016-08-01,Pâtes à la bolognaise,viande rouge,True
2016-10-19,Rôti de boeuf*,viande rouge,True
2017-03-02,Rôti de boeuf*,viande rouge,True
2017-04-20,Rôti de boeuf* fermier,viande rouge,True
2017-05-04,Rôti de boeuf* sauce au poivre,viande rouge,True
2017-05-11,Emincé de boeuf* thaï,viande rouge,True
2017-08-16,Lasagnes* napolitaines,viande rouge,True
2017-11-23,Sauté de boeuf* bourguignon,viande rouge,True
2017-12-14,Emincé de boeuf* thaï,viande rouge,True
2018-01-11,Rôti de boeuf*,viande rouge,True
2018-02-06,Emincé de boeuf* thaï,viande rouge,True
2018-05-03,Sauté de boeuf* fermier,viande rouge,True
2018-06-21,Rôti de boeuf*,viande rouge,True
2018-07-17,Hachis Parmentier*,viande rouge,True
2018-09-13,Boeuf* sauce aux champignons,viande rouge,True
2018-11-05,Boulettes de boeuf sauce tomate,viande rouge,True
2018-11-12,Lasagnes* napolitaines,viande rouge,True
2019-03-07,Boeuf* sauce aux champignons,viande rouge,True
2019-04-01,Lasagnes* napolitaines,viande rouge,True
2019-07-23,Emincé de boeuf* thaï,viande rouge,True
2019-08-20,Emincé de boeuf* thaï,viande rouge,True
2011-04-04,Cœur de bœuf sauce dijonnaise,viande rouge,True
2011-05-04,Merguez,viande rouge,True
2011-05-09,lasagne de bœuf,viande rouge,True
2011-07-28,Couscous aux boulettes de bœuf,viande rouge,True
2011-09-28,Rôti de bœuf,viande rouge,True
2012-01-10,sauté de  bœuf Bourguignon,viande rouge,True
2012-04-05,Couscous boulettes de bœuf,viande rouge,True
2012-06-05,rôti de bœuf,viande rouge,True
2012-06-06,boulettes de bœuf à l'indienne,viande rouge,True
2014-01-30,Bœuf bourguignon,viande rouge,True
2014-07-02,merguez de volaille,viande rouge,True
2014-08-13,merguez de volaille,viande rouge,True
2014-10-06,Boulettes de bœuf en tagine,viande rouge,True
2015-01-26,Lasagnes,viande rouge,True
2015-03-04,sauté de bœuf niçois,viande rouge,True
2015-04-23,"rôti de bœuf  Terre 
à l'assiette/ ketchup",viande rouge,True
2015-09-03,rôti de bœuf au jus,viande rouge,True
2015-09-14,Sauté d'agneau,viande rouge,True
2015-09-16,rôti de bœuf,viande rouge,True
2015-09-28,rôti de bœuf,viande rouge,True
2015-12-08,Boulettes de bœuf sauce poivre,viande rouge,True
2016-02-04,Lasagnes,viande rouge,True
2016-03-17,Sauté de bœuf,viande rouge,True
2016-05-30,Hachis Parmentier,viande rouge,True
2016-07-11,Boulettes de bœuf,viande rouge,True
2016-08-18,Rôti de bœuf,viande rouge,True
2016-09-08,Emincé de boeuf* thaï,viande rouge,True
2016-11-08,Boulettes de boeuf sauce tomate,viande rouge,True
2017-01-03,Lasagnes* napolitaines,viande rouge,True
2017-01-26,Emincé de boeuf* en goulasch,viande rouge,True
2017-09-14,Rôti de boeuf*,viande rouge,True
2017-10-05,Rôti de boeuf*,viande rouge,True
2018-02-01,Rôti de boeuf*,viande rouge,True
2018-03-14,Sauté de boeuf* fermier,viande rouge,True
2018-04-24,Hachis Parmentier*,viande rouge,True
2018-05-28,Boulettes de boeuf* sauce aigre douce,viande rouge,True
2018-05-31,Rôti de boeuf*,viande rouge,True
2018-09-03,Lasagnes* napolitaines,viande rouge,True
2019-01-07,Hachis Parmentier*,viande rouge,True
2019-02-25,Lasagnes* napolitaines,viande rouge,True
2019-03-25,Boulettes de boeuf sauce tomate,viande rouge,True
2011-02-21,sauté de boeuf AUX POIVRES,viande rouge,True
2011-03-10,merguez,viande rouge,True
2011-06-28,Rôti de bœuf foid,viande rouge,True
2019-11-14,Emincé de boeuf* sauce moutarde,viande rouge,True
2012-03-14,Navarin d'agneau,viande rouge,True
2012-03-26,Parmentier de bœuf,viande rouge,True
2012-04-03,merguez de volaille,viande rouge,True
2012-07-02,Pâtes à la bolognaise,viande rouge,True
2012-07-12,rôti de bœuf CCAS,viande rouge,True
2012-08-23,Couscous aux boulettes de bœuf,viande rouge,True
2012-09-27,Rôti de bœuf + sauce au poivre,viande rouge,True
2012-10-09,Lasagnes,viande rouge,True
2012-11-26,Hachis parmentier,viande rouge,True
2012-12-06,Sauté de bœuf aux poivres,viande rouge,True
2013-11-21,Rôti de bœuf,viande rouge,True
2013-12-02,Lasagnes,viande rouge,True
2014-01-20,Pâtes à la bolognaise,viande rouge,True
2014-07-03,Rôti de bœuf / ketchup,viande rouge,True
2014-08-05,Couscous merguez/semoule,viande rouge,True
2014-08-11,Pâtes à la bolognaise,viande rouge,True
2014-09-11,Rôti de bœuf,viande rouge,True
2014-09-15,Couscous merguez,viande rouge,True
2014-10-02,Rôti de bœuf,viande rouge,True
2014-11-10,hachis parmentier de bœuf,viande rouge,True
2014-12-15,lasagne de bœuf,viande rouge,True
2015-01-29,Bœuf Bourguignon,viande rouge,True
2015-02-25,Sauté de bœuf Terre à l'assiette,viande rouge,True
2015-03-24,Rôti de bœuf sauce au poivre,viande rouge,True
2015-04-08,Boulettes de bœuf,viande rouge,True
2015-06-18,Rôti de bœuf / ketchup,viande rouge,True
2015-07-02,Rôti de bœuf froid,viande rouge,True
2015-07-20,Hachis Parmentier,viande rouge,True
2015-08-03,Pâtes à la bolognaise,viande rouge,True
2016-05-09,Lasagnes,viande rouge,True
2016-12-05,Rosette bio°,viande rouge,True
2016-12-14,Boulettes de boeuf* en tajine,viande rouge,True
2016-12-29,Boulettes de boeuf* en tajine,viande rouge,True
2017-01-19,Rôti de boeuf*,viande rouge,True
2017-01-23,Hachis Parmentier*,viande rouge,True
2017-04-26,Boeuf* bourguignon,viande rouge,True
2017-05-16,Lasagnes* napolitaines,viande rouge,True
2017-06-27,Boulettes de boeuf* en tajine,viande rouge,True
2017-12-05,Lasagnes* napolitaines,viande rouge,True
2018-03-08,Rôti de boeuf*,viande rouge,True
2018-04-12,Rôti de boeuf*,viande rouge,True
2018-06-11,Lasagnes* napolitaines,viande rouge,True
2018-07-09,Lasagnes* napolitaines,viande rouge,True
2018-08-21,Hachis Parmentier*,viande rouge,True
2018-09-25,Hachis Parmentier*,viande rouge,True
2018-11-22,Boeuf* sauce aux champignons,viande rouge,True
2019-04-29,Hachis Parmentier*,viande rouge,True
2019-05-16,Boulettes de boeuf sauce tomate,viande rouge,True
2019-05-29,Rôti de boeuf*,viande rouge,True
2019-07-03,Emincé de boeuf* thaï,viande rouge,True
2019-11-26,Boulettes de boeuf* en tajine,viande rouge,True
2011-03-14,lasagne de bœuf,viande rouge,True
2011-03-28,Parmentier de bœuf,viande rouge,True
2011-05-11,Emincé de boeuf,viande rouge,True
2011-10-13,boulettes de bœuf,viande rouge,True
2012-02-27,lasagne de bœuf,viande rouge,True
2012-05-23,rôti de bœuf+keetchup,viande rouge,True
2012-08-13,chili con carné,viande rouge,True
2012-09-11,sauté de bœuf basse température,viande rouge,True
2012-10-15,Boulettes de bœuf en tagine,viande rouge,True
2012-11-15,Sauté de bœuf bourguignon,viande rouge,True
2012-11-20,Rôti de bœuf / ketchup,viande rouge,True
2012-12-10,Lasagnes,viande rouge,True
2012-12-26,Pâtes à la bolognaise,viande rouge,True
2013-09-04,Boulettes de bœuf sauce tomate,viande rouge,True
2013-10-21,Pâtes à la bolognaise,viande rouge,True
2014-04-02,Rôti de bœuf+ KETCHUP,viande rouge,True
2014-06-02,Hachis parmentier,viande rouge,True
2014-10-30,Rôti de bœuf (la terre à l'assiette),viande rouge,True
2014-11-20,bœuf Bourguignon,viande rouge,True
2015-03-12,Sauté de bœuf bourguignon,viande rouge,True
2015-04-29,Sauté de bœuf Terre à l'assiette,viande rouge,True
2015-06-02,Rôti de bœuf,viande rouge,True
2015-06-08,Boulettes de bœuf en tagine,viande rouge,True
2015-09-21,Hachis Parmentier,viande rouge,True
2016-01-04,Hachis parmentier,viande rouge,True
2016-01-14,Rôti de bœuf,viande rouge,True
2016-06-02,Rôti de bœuf/ketchup,viande rouge,True
2016-06-16,Rôti de bœuf BBC,viande rouge,True
2016-08-04,Sauté de bœuf sce poivre,viande rouge,True
2016-08-08,Boulettes de bœuf,viande rouge,True
2016-09-01,Hachis Parmentier*,viande rouge,True
2016-09-12,Boulettes de boeuf* en tajine,viande rouge,True
2016-09-27,Rôti de boeuf* et moutarde,viande rouge,True
2016-10-03,Lasagnes* napolitaines,viande rouge,True
2016-12-08,Rôti de boeuf*,viande rouge,True
2017-04-06,Emincé de boeuf* thaï,viande rouge,True
2017-05-23,Boulettes de boeuf* en tajine,viande rouge,True
2017-07-06,Sauté de boeuf* au gingembre,viande rouge,True
2017-07-25,Sauté de boeuf* à l'orange,viande rouge,True
2017-07-31,Boulettes de boeuf* sauce barbecue,viande rouge,True
2017-08-08,Rôti de boeuf*,viande rouge,True
2017-08-22,Emincé de boeuf* thaï,viande rouge,True
2017-09-04,Lasagnes* napolitaines,viande rouge,True
2017-09-26,Hachis Parmentier*,viande rouge,True
2017-10-30,Hachis Parmentier*,viande rouge,True
2017-11-28,Rôti de boeuf*,viande rouge,True
2018-04-03,Lasagnes* napolitaines,viande rouge,True
2018-04-17,Emincé de boeuf* thaï,viande rouge,True
2018-10-22,Lasagnes* napolitaines,viande rouge,True
2018-10-30,Hachis Parmentier*,viande rouge,True
2019-02-18,Boulettes de boeuf sauce tomate,viande rouge,True
