Date,Plat,category,isPresent
2013-11-28,Fromage blanc / dattes,fruit,True
2013-12-12,Sauté de dinde aux pruneaux,fruit,True
2014-01-02,Clémentines,fruit,True
2014-01-14,salade de mâche/noix,fruit,True
2014-01-23,Banane,fruit,True
2014-02-07,pomme de terre sautées,fruit,True
2014-02-12,Cocktail de fruits au sirop,fruit,True
2014-02-14,Pomme bio,fruit,True
2014-02-19,Ananas,fruit,True
2014-03-24,Pomme bio,fruit,True
2014-03-26,Banane,fruit,True
2014-04-14,Pamplemousse,fruit,True
2014-04-25,citron,fruit,True
2014-05-27,Salade de fruits frais,fruit,True
2014-06-06,Fraises au sucre,fruit,True
2014-06-19,Fraises,fruit,True
2014-06-24,Salade de pâtes aux tomates confites,fruit,True
2014-06-27,Pommes rissolées,fruit,True
2014-06-30,Fromage blanc / fruits rouges,fruit,True
2014-06-30,fruits rouges cuisinés ( idée fruits),fruit,True
2014-07-03,Banane,fruit,True
2014-07-16,Melon,fruit,True
2014-07-21,Abricots,fruit,True
2014-08-04,Pastèque,fruit,True
2014-08-05,Abricots,fruit,True
2014-08-14,Melon,fruit,True
2014-08-21,nectarine,fruit,True
2014-09-15,Pastèque,fruit,True
2014-10-06,Ananas,fruit,True
2014-10-22,Pomme vapeur,fruit,True
2014-10-24,"Tomate, maïs, concombres)",fruit,True
2014-12-12,Pomme bio,fruit,True
2015-01-19,Demi-pamplemousse,fruit,True
2015-02-11,Compote po/framboise,fruit,True
2015-02-19,demi-pamplemousse,fruit,True
2015-02-23,Beignet pomme,fruit,True
2015-02-27,Orange,fruit,True
2015-03-19,Marmelade de pomme (livrée direct école),fruit,True
2015-03-26,Kiwi bio,fruit,True
2015-03-31,Pomme,fruit,True
2015-04-13,Orange,fruit,True
2015-04-15,Fromage blanc / Fraises,fruit,True
2015-04-20,Pomme,fruit,True
2015-04-28,Ananas,fruit,True
2015-05-20,Salade de tomates,fruit,True
2015-05-22,Tarte normande aux pommes,fruit,True
2015-06-01,Sauté de dinde aux citrons,fruit,True
2015-06-18,purée de pomme de terre,fruit,True
2015-06-19,Melon,fruit,True
2015-06-29,Fruit de saison,fruit,True
2015-07-07,Fruit de saison,fruit,True
2015-07-15,Melon,fruit,True
2015-07-24,Fruit de saison,fruit,True
2015-07-27,Fruit,fruit,True
2015-07-28,Melon,fruit,True
2015-08-12,Salade de tomates,fruit,True
2015-09-11,pêches chantilly,fruit,True
2015-09-16,Melon,fruit,True
2015-09-29,Pomme bio,fruit,True
2015-10-14,Banane,fruit,True
2015-10-23,Courgettes à la tomate,fruit,True
2015-10-23,fruit de saison,fruit,True
2015-11-25,Pomme,fruit,True
2015-11-27,Clémentines,fruit,True
2015-12-02,Poire,fruit,True
2016-01-20,Clémentines,fruit,True
2016-02-18,Pomme vapeur bio Aria,fruit,True
2016-03-07,Endives au surimi et pommes,fruit,True
2016-03-14,Ananas,fruit,True
2016-03-17,Pomme noisettes,fruit,True
2016-04-01,Courgettes à la tomate,fruit,True
2016-04-14,Fromage blanc /fraises,fruit,True
2016-04-15,Sojasun citron,fruit,True
2016-04-25,Yaourt aux fruits mixés,fruit,True
2016-05-18,Marmelade de pommes,fruit,True
2016-06-01,Ananas,fruit,True
2016-06-07,Rillettes de thon/citron salade,fruit,True
2016-06-08,Fruit de saison,fruit,True
2016-06-10,Pastèque,fruit,True
2016-06-14,Sauce tomate,fruit,True
2016-06-30,Nectarine,fruit,True
2016-07-19,Nectarines,fruit,True
2016-07-21,Banane,fruit,True
2016-07-28,Sauté de veau à l'orange,fruit,True
2016-08-23,Compote po/framboise,fruit,True
2016-08-25,Fruit de saison,fruit,True
2016-09-06,Pommes rissolées,fruit,True
2016-09-09,Poire,fruit,True
2016-09-23,Galette de soja tomate/basilic et sauce tomate,fruit,True
2016-11-07,Banane,fruit,True
2016-11-16,Rillettes de thon avec citrons et salade,fruit,True
2016-11-17,Salade verte aux noix,fruit,True
2016-11-23,Orange,fruit,True
2016-11-30,Demi-pamplemousse,fruit,True
2016-12-28,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)",fruit,True
2017-01-04,Gratin de pommes de terre,fruit,True
2017-01-12,Pommes vapeur bio,fruit,True
2017-01-17,Salade de fruits exotiques,fruit,True
2017-01-27,Tortilla aux pommes de terre,fruit,True
2017-01-27,Orange,fruit,True
2017-02-06,Pomme bio°,fruit,True
2017-02-17,Galette de soja tomate/basilic et sauce tomate,fruit,True
2017-03-24,Galette de soja  tomate / basilic et sauce tomate,fruit,True
2017-04-12,"Salade carnaval (mais, tomates, concombres)",fruit,True
2017-05-12,Banane,fruit,True
2017-06-20,Macarons aux fruits,fruit,True
2017-06-27,Melon,fruit,True
2017-07-05,Galette de soja tomate/basilic et sauce tomate,fruit,True
2017-07-06,Salade de tomates,fruit,True
2017-07-07,Melon,fruit,True
2017-07-27,Yaourt aux fruits mixés,fruit,True
2017-08-01,Fromage blanc /Coulis de fruits rouges,fruit,True
2017-08-03,Fruit de saison,fruit,True
2017-08-09,Cocktail de fruits au sirop,fruit,True
2017-08-23,Banane,fruit,True
2017-09-13,Tarte aux pommes,fruit,True
2017-09-27,Fromage blanc / Abricots secs,fruit,True
2017-09-29,Banane,fruit,True
2017-10-02,Pomme bio°,fruit,True
2017-10-12,Poire,fruit,True
2017-11-17,"Salade carnaval (mais, tomates, concombres)",fruit,True
2017-11-20,Purée de potimarron bio°,fruit,True
2017-11-20,Pomme bio°,fruit,True
2017-11-24,Galette de soja tomate/basilic et sauce tomate,fruit,True
2017-12-20,Poire,fruit,True
2018-01-02,Clémentines,fruit,True
2018-01-12,Poire,fruit,True
2018-01-15,Pomme bio°,fruit,True
2018-01-19,Clémentines,fruit,True
2018-02-13,Pommes noisettes,fruit,True
2018-02-19,Pomme bio°,fruit,True
2018-02-20,Purée de potimarron bio°,fruit,True
2018-02-23,Courgettes à la tomate,fruit,True
2018-03-02,Courgettes à la tomate,fruit,True
2018-03-28,Kiwi bio°,fruit,True
2018-03-30,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)",fruit,True
2018-04-04,Pamplemousse,fruit,True
2018-04-09,Orange,fruit,True
2018-04-26,Salade de tomates,fruit,True
2018-04-26,Tarte aux pommes,fruit,True
2018-05-16,Marmelade de pommes,fruit,True
2018-06-06,Galette de soja  tomate / basilic et sauce tomate,fruit,True
2018-06-06,Pêche,fruit,True
2018-06-08,Fraises à la chantilly,fruit,True
2018-06-20,Melon,fruit,True
2018-06-29,Purée de pommes de terre,fruit,True
2018-07-02,Abricots,fruit,True
2018-07-03,Compote de pommes / biscuit,fruit,True
2018-07-04,Pomme de terre vapeur,fruit,True
2018-07-18,Nectarine,fruit,True
2018-08-06,Pamplemousse,fruit,True
2018-08-10,Abricots,fruit,True
2018-08-13,Melon,fruit,True
2018-08-30,Abricots,fruit,True
2018-09-03,Abricots secs,fruit,True
2018-09-12,Raisin,fruit,True
2018-09-13,Pomme bio°,fruit,True
2018-09-27,Pastèque,fruit,True
2018-10-03,Compote,fruit,True
2018-11-05,Boulettes de boeuf sauce tomate,fruit,True
2018-11-07,Riz et sauce tomate,fruit,True
2018-11-08,Pomme bio°,fruit,True
2018-12-21,Galette de soja  tomate / basilic et sa sauce tomate,fruit,True
2018-12-21,Riz et sauce tomate,fruit,True
2018-12-24,Compote,fruit,True
2018-12-27,Jus de pommes,fruit,True
2019-02-04,Yaourt aux fruits mixés,fruit,True
2019-03-13,Pommes noisettes,fruit,True
2019-03-22,Poire,fruit,True
2019-04-01,Fromage blanc / Coulis de fruits rouges,fruit,True
2019-04-10,Salade verte aux noix,fruit,True
2019-05-13,Fraises,fruit,True
2019-05-20,Melon,fruit,True
2019-06-06,Fraises,fruit,True
2019-06-11,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)",fruit,True
2019-06-28,"Salade de blé bio, tomates et concombres",fruit,True
2019-06-28,Cerises,fruit,True
2019-07-19,Yaourt aux fruits mixés,fruit,True
2019-08-02,Fruit de saison,fruit,True
2019-08-09,Salade de tomates,fruit,True
2019-08-13,Courgettes à la tomate,fruit,True
2019-08-27,Fruit de saison,fruit,True
2019-08-28,Cocktail de fruits au sirop,fruit,True
2019-09-17,Falafels bio aux pois chiches et patate douce sauce tomate,fruit,True
2019-09-27,Yaourt au citron BBC°,fruit,True
2019-10-21,Pamplemousse,fruit,True
2019-10-30,Salade verte aux noix,fruit,True
2019-11-07,Banane,fruit,True
2019-11-19,Banane,fruit,True
2019-12-06,Galette de soja  tomate / basilic et sauce tomate,fruit,True
2019-12-13,Kiwi bio°,fruit,True
2020-01-15,Orange,fruit,True
2011-01-05,Cocktail de fruits,fruit,True
2011-01-11,Clémentines,fruit,True
2011-01-14,citron,fruit,True
2011-01-21,Gervais aux fruits,fruit,True
2011-01-25,pamplemousse,fruit,True
2011-02-08,haricots blanc à la tomate,fruit,True
2011-02-17,Banane,fruit,True
2011-02-22,poisson pané/citron,fruit,True
2011-03-11,poisson pané/citron,fruit,True
2011-04-22,Flan noix de coco,fruit,True
2011-04-26,Ananas,fruit,True
2011-04-27,salade de fruits exotiques,fruit,True
2011-05-27,Fraises au sucre,fruit,True
2011-06-08,Pastèque,fruit,True
2011-06-10,nectarine,fruit,True
2011-06-30,nectarine,fruit,True
2011-07-01,cerise,fruit,True
2011-07-06,Nectarine,fruit,True
2011-07-12,Abricots,fruit,True
2011-07-13,Pomme,fruit,True
2011-07-25,Sauté de porc à l'ananas,fruit,True
2011-07-25,Abricots,fruit,True
2011-07-29,nectarine,fruit,True
2011-09-08,raisins,fruit,True
2011-09-15,courgette tomate,fruit,True
2011-09-21,Poire,fruit,True
2011-10-03,raisin,fruit,True
2011-10-13,semoule aux raisins,fruit,True
2011-10-21,Poire,fruit,True
2011-12-12,pomme de terre Duchesse,fruit,True
2011-12-22,cuisse de canette à l'orange,fruit,True
2011-12-27,Clémentines,fruit,True
2011-12-29,banane,fruit,True
2012-01-05,Kiwi,fruit,True
2012-01-25,Grillé aux abricots,fruit,True
2012-01-26,Banane,fruit,True
2012-03-09,poisson pané/citron,fruit,True
2012-03-14,Kiwi,fruit,True
2012-03-20,"salade de lentilles, maïs, tomate",fruit,True
2012-03-20,Sauté de veau à l'orange,fruit,True
2012-04-02,Pommes noisettes,fruit,True
2012-04-03,Salade de fruits frais,fruit,True
2012-04-12,Kiwi,fruit,True
2012-04-13,Banane,fruit,True
2012-04-16,Ananas,fruit,True
2012-05-23,Salade riz tomate mais,fruit,True
2012-06-05,Macarons fraise / rhubarbe,fruit,True
2012-06-13,pastèque,fruit,True
2012-06-26,Nectarine,fruit,True
2012-07-04,Pêche,fruit,True
2012-07-17,"Salade de blé bio (Blé, tomate, concombres)",fruit,True
2012-07-23,Abricots,fruit,True
2012-07-25,Banane,fruit,True
2012-08-17,pêche blanche,fruit,True
2012-08-20,Sauté de dinde à l'ananas,fruit,True
2012-08-24,Compote,fruit,True
2012-08-31,Melon,fruit,True
2012-09-04,"Salade de lentilles bio (lentilles, maïs, tomate)",fruit,True
2012-09-07,Courgettes à la tomate,fruit,True
2012-09-24,"Salade carnaval (maïs, tomate, concombres)",fruit,True
2012-10-05,Rizotto à la tomate,fruit,True
2012-10-12,Poire,fruit,True
2012-10-16,jambon fumée au miel et orange,fruit,True
2012-10-22,Ananas,fruit,True
2012-11-02,Courgettes à la tomate,fruit,True
2012-11-12,Fromage blanc / abricots secs,fruit,True
2012-11-19,"salade carnaval (Maïs, tomates, concombres)",fruit,True
2012-12-18,"salade de riz (Riz, tomates, maïs)",fruit,True
2013-01-02,Pomme,fruit,True
2013-09-17,Prune,fruit,True
2013-09-18,Compote,fruit,True
2013-10-14,Pomme bio,fruit,True
2013-10-16,Courgettes / pommes de terre,fruit,True
2013-12-23,Potage tomate/vermicelle,fruit,True
2013-12-24,Banane,fruit,True
2014-01-24,Tarte aux pommes,fruit,True
2014-03-04,citron/salade,fruit,True
2014-03-04,Cocktail de fruits,fruit,True
2014-03-21,Kiwi,fruit,True
2014-04-02,Pommes rissolées,fruit,True
2014-04-03,Banane,fruit,True
2014-04-14,Tarte au citron,fruit,True
2014-04-25,Salade de tomates,fruit,True
2014-05-12,/ citron,fruit,True
2014-05-16,Tomate/demi-œuf,fruit,True
2014-06-16,"salade de lentilles bio (Lentilles, tomates, maïs)",fruit,True
2014-06-16,Nectarine,fruit,True
2014-07-01,abricots,fruit,True
2014-07-08,Marmelade de pommes,fruit,True
2014-07-15,Salade de fruits frais,fruit,True
2014-07-17,Banane,fruit,True
2014-07-18,Rillettes de thon/citron,fruit,True
2014-07-28,Nectarine,fruit,True
2014-08-05,salade de tomates,fruit,True
2014-08-06,Pommes noisettes,fruit,True
2014-08-20,Pommes potatoes,fruit,True
2014-08-22,Courgettes à la tomate,fruit,True
2014-08-26,Melon,fruit,True
2014-09-09,Pomme,fruit,True
2014-09-10,Poire,fruit,True
2014-09-24,Choux rouges bio aux noix,fruit,True
2014-10-10,"Salade de blé bio (Blé bio, tomate, concombres)",fruit,True
2014-10-20,Demi-pamplemousse,fruit,True
2014-10-21,Cocktail de fruits au sirop,fruit,True
2014-10-28,Courgettes à la tomate,fruit,True
2014-11-17,salade / citron,fruit,True
2014-11-17,Clémentines,fruit,True
2014-11-21,Potage tomate/vermicelle,fruit,True
2014-11-21,Banane,fruit,True
2014-11-27,Poire,fruit,True
2014-11-28,Ananas,fruit,True
2014-12-16,"Salade de pommes de terre (Pommes de terre, tomate, thon)",fruit,True
2014-12-17,Mâche aux noix,fruit,True
2015-01-05,Rillettes de thon/citron,fruit,True
2015-01-09,Nuggets de poisson + Citrons,fruit,True
2015-01-30,Orange,fruit,True
2015-02-04,Clémentines,fruit,True
2015-03-09,Orange,fruit,True
2015-03-19,Banane,fruit,True
2015-03-27,sauce tomate,fruit,True
2015-04-27,Salade de pâtes aux tomates confites,fruit,True
2015-05-11,Pomme,fruit,True
2015-05-29,sauce tomates,fruit,True
2015-06-02,Kiwi bio,fruit,True
2015-06-08,Melon,fruit,True
2015-06-09,Fruit de saison,fruit,True
2015-06-10,Fruit de saison,fruit,True
2015-06-18,Fromage blanc / fraises,fruit,True
2015-06-25,Tarte citron,fruit,True
2015-07-03,Melon,fruit,True
2015-07-09,"Salade carnaval (maïs, tomate, concombres)",fruit,True
2015-08-10,Fruit,fruit,True
2015-08-11,Salade de pâtes aux tomates confites,fruit,True
2015-08-12,Marmelade de pommes,fruit,True
2015-08-14,Dessert végétal aux fruits rouges,fruit,True
2015-08-19,Pastèque,fruit,True
2015-09-02,Poire,fruit,True
2015-09-04,tomate Antiboise,fruit,True
2015-09-04,Canard à l'orange,fruit,True
2015-09-16,Salade de fruits frais,fruit,True
2015-10-09,Salade de maïs et tomates,fruit,True
2015-10-12,marmelade de pommes ( agro),fruit,True
2015-10-13,purée de potimarron Collet,fruit,True
2015-10-23,salade de tomates,fruit,True
2015-11-12,Pommes noisettes,fruit,True
2015-12-02,"salade de lentilles bio (Lentilles, maïs, tomate)",fruit,True
2015-12-21,Pamplemousse,fruit,True
2015-12-24,emincé de volaille aux marrons,fruit,True
2016-01-13,Purée de potimarron bio maison,fruit,True
2016-01-15,Steak de soja sauce tomate,fruit,True
2016-02-11,Banane,fruit,True
2016-02-16,Ananas,fruit,True
2016-02-29,Marmelade de pommes,fruit,True
2016-03-22,Salade de fruits frais,fruit,True
2016-05-20,Yaourt aux fruits mixés,fruit,True
2016-05-27,Pommes vapeur Bio,fruit,True
2016-06-06,Marmelade de pommes,fruit,True
2016-06-16,Cerises,fruit,True
2016-08-09,Yaourt aux fruits mixés,fruit,True
2016-08-10,Fruit de saison,fruit,True
2016-09-02,Courgettes à la tomate,fruit,True
2016-09-02,Prunes Reine-Claude,fruit,True
2016-09-20,"Salade carnaval (mais, tomates, concombres)",fruit,True
2016-10-05,Banane,fruit,True
2016-10-07,Poire,fruit,True
2016-10-11,Demi-pamplemousse,fruit,True
2016-10-12,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)",fruit,True
2016-10-21,Cocktail de fruits au sirop,fruit,True
2016-10-25,Banane,fruit,True
2016-11-03,Compote pomme  / abricot bio,fruit,True
2016-11-08,Boulettes de boeuf sauce tomate,fruit,True
2016-11-14,Demi-pamplemousse,fruit,True
2016-11-14,Purée de pommes de terre,fruit,True
2016-12-01,Poire,fruit,True
2016-12-30,Tortilla aux pommes de terre,fruit,True
2017-01-20,Kiwi bio°,fruit,True
2017-02-03,Banane,fruit,True
2017-02-14,Banane,fruit,True
2017-02-23,Purée de potimarron bio°,fruit,True
2017-02-24,Kiwi bio°,fruit,True
2017-03-21,Banane,fruit,True
2017-04-07,Banane,fruit,True
2017-04-12,Fraises,fruit,True
2017-04-26,Salade verte aux noix,fruit,True
2017-05-15,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)",fruit,True
2017-05-19,Fraises,fruit,True
2017-05-23,Semoule bio aux raisons et amandes,fruit,True
2017-05-31,Tarte normande aux pommes,fruit,True
2017-06-09,Nectarine,fruit,True
2017-06-14,Fraises,fruit,True
2017-06-20,Melon,fruit,True
2017-07-05,sauce tomate,fruit,True
2017-07-18,Salade de tomates,fruit,True
2017-07-19,Nectarine,fruit,True
2017-08-18,Prunes Reine-Claude,fruit,True
2017-09-01,Fruit de saison,fruit,True
2017-09-11,Sauté de dinde aux raisins,fruit,True
2017-10-04,Poire,fruit,True
2017-10-11,Pomme bio°,fruit,True
2017-11-06,ananas au sirop,fruit,True
2017-11-10,Pomme bio°,fruit,True
2017-11-23,Pommes noisettes,fruit,True
2017-11-24,Yaourt aux fruits mixés,fruit,True
2017-12-11,Banane,fruit,True
2017-12-15,Poire,fruit,True
2017-12-21,"Pommes de terre ""émoticône""",fruit,True
2017-12-28,Saute de canard sauce À l'orange,fruit,True
2018-01-31,Pamplemousse,fruit,True
2018-01-31,Tarte grillée aux abricots,fruit,True
2018-02-01,Pommes noisettes,fruit,True
2018-02-13,Pomme bio°,fruit,True
2018-03-14,Compote pomme et framboise,fruit,True
2018-03-16,Pomme de terre vapeur,fruit,True
2018-03-23,Kiwi bio°,fruit,True
2018-04-05,Banane,fruit,True
2018-04-17,Banane,fruit,True
2018-04-20,Kiwi bio°,fruit,True
2018-04-25,Banane,fruit,True
2018-04-27,Fraises,fruit,True
2018-04-30,Cocktail de fruits au sirop,fruit,True
2018-05-16,Tarte au citron,fruit,True
2018-05-17,Sauté de dinde aux citrons,fruit,True
2018-05-23,Kiwi bio°,fruit,True
2018-05-24,Melon,fruit,True
2018-06-12,Nectarine,fruit,True
2018-06-14,Melon,fruit,True
2018-06-21,Fromage blanc et fraises,fruit,True
2018-07-19,Pastèque,fruit,True
2018-08-03,Riz et sauce tomate,fruit,True
2018-08-08,Pêche,fruit,True
2018-09-03,Rillettes de thon et citron,fruit,True
2018-09-17,Fromage blanc / Coulis de fruits rouges,fruit,True
2018-09-19,Pommes noisettes,fruit,True
2018-09-28,Tortilla aux pommes de terre,fruit,True
2018-09-28,Pomme bio°,fruit,True
2018-10-11,Raisin,fruit,True
2018-10-12,Riz et sauce tomate,fruit,True
2018-10-18,Poire,fruit,True
2018-10-19,Clémentines,fruit,True
2018-10-31,Poire,fruit,True
2018-11-14,Marmelade de pommes,fruit,True
2018-11-16,Riz et sauce tomate,fruit,True
2018-11-28,Yaourt aux fruits mixés,fruit,True
2018-12-03,Marmelade de pommes,fruit,True
2018-12-17,Rillettes de thon et citron,fruit,True
2018-12-27,Pate de fruit,fruit,True
2019-01-31,Ananas,fruit,True
2019-02-25,Rillettes de thon et citron,fruit,True
2019-03-07,Ananas,fruit,True
2019-03-11,Yaourt au citron BBC°,fruit,True
2019-03-20,ananas en des frais bio,fruit,True
2019-03-22,Tortilla aux pommes de terre,fruit,True
2019-03-25,Boulettes de boeuf sauce tomate,fruit,True
2019-04-04,Banane,fruit,True
2019-04-17,Riz et sauce tomate,fruit,True
2011-01-04,ananas,fruit,True
2011-02-09,Potage tomate,fruit,True
2019-06-04,Pastèque,fruit,True
2011-02-09,Ananas,fruit,True
2011-02-14,pomme vapeur,fruit,True
2011-02-16,et fruits rouges cuisinés,fruit,True
2011-02-17,Potage tomate/vermicelle,fruit,True
2011-02-25,abricots sec,fruit,True
2019-07-01,Compote de pommes / biscuit,fruit,True
2011-03-01,Kiwi,fruit,True
2019-07-08,Tortilla aux pommes de terre,fruit,True
2019-07-15,Fruit de saison,fruit,True
2011-03-11,Ananas,fruit,True
2019-07-19,Galette de soja  tomate / basilic et sauce tomate,fruit,True
2011-03-16,Orange,fruit,True
2019-08-05,Pastèque,fruit,True
2011-03-23,Tomates,fruit,True
2011-04-01,Kiwi,fruit,True
2019-08-26,Melon,fruit,True
2019-09-02,Melon,fruit,True
2011-04-14,haricots blanc à la tomate,fruit,True
2011-04-15,pomme de terre rissolée,fruit,True
2019-09-11,Purée de potimarron bio°,fruit,True
2019-09-16,Melon,fruit,True
2019-09-18,Prunes,fruit,True
2019-09-26,Pommes rissolées,fruit,True
2019-10-03,Crêpe tomate / mozzarella bio,fruit,True
2011-05-11,Pommes noisette,fruit,True
2019-10-08,Pomme bio°,fruit,True
2019-10-10,Demi-pamplemousse,fruit,True
2019-10-11,Salade de pdt bio (tomates+concombres),fruit,True
2019-10-14,Marmelade de pommes,fruit,True
2019-10-18,Raisin,fruit,True
2011-06-07,salade de tomates,fruit,True
2019-10-25,Tarte au citron,fruit,True
2011-06-08,macaron fraise rubharbe,fruit,True
2019-11-20,Poire,fruit,True
2011-07-29,Melon,fruit,True
2019-12-03,Poire,fruit,True
2019-12-20,"Pommes de terre ""sourire""",fruit,True
2020-01-07,Potage tomate/vermicelle,fruit,True
2011-08-24,salsifis à la tomate,fruit,True
2020-01-08,Marmelade de pommes,fruit,True
2011-08-31,Pommes noisettes,fruit,True
2020-01-13,Demi-pamplemousse,fruit,True
2011-08-31,Prunes,fruit,True
2011-09-05,Melon,fruit,True
2011-09-12,Poire,fruit,True
2011-09-14,Raisin,fruit,True
2011-09-21,Poisson pané/citron,fruit,True
2011-09-28,Kiwi,fruit,True
2011-10-12,Poire,fruit,True
2011-10-20,Pomme bio,fruit,True
2011-10-27,banane,fruit,True
2011-11-09,Clémentines,fruit,True
2011-11-29,Kiwi,fruit,True
2011-12-12,jus d'oranges,fruit,True
2011-12-14,Courgettes tomate,fruit,True
2011-12-20,citron,fruit,True
2011-12-26,pamplemousse,fruit,True
2012-01-19,"salade de blé (blé, maïs, tomates)",fruit,True
2012-01-24,Pomme bio,fruit,True
2012-02-29,Cocktail de fruits,fruit,True
2012-03-06,Ananas,fruit,True
2012-03-19,Pamplemousse,fruit,True
2012-03-23,Orange,fruit,True
2012-04-17,Salade aux noix,fruit,True
2012-04-18,Fromage blanc / fraises,fruit,True
2012-05-15,pommes noisette,fruit,True
2012-05-23,Banane,fruit,True
2012-05-29,pastèque,fruit,True
2012-05-31,Compote de pomme,fruit,True
2012-06-12,Tarte aux poireaux educalim,fruit,True
2012-06-18,Melon1/8,fruit,True
2012-06-25,salade de fruits frais,fruit,True
2012-07-04,Salade aux noix,fruit,True
2012-07-06,pomme vapeur,fruit,True
2012-07-12,Banane,fruit,True
2012-07-19,Tarte aux pommes,fruit,True
2012-07-23,Sauté de dinde à l'ananas,fruit,True
2012-07-26,Pastèque,fruit,True
2012-08-03,Melon,fruit,True
2012-08-13,Melon,fruit,True
2012-08-14,Nectarine,fruit,True
2012-08-24,salade de tomates,fruit,True
2012-08-29,abricots secs,fruit,True
2012-09-05,salade de tomates,fruit,True
2012-09-05,Poire,fruit,True
2012-09-20,Pomme,fruit,True
2012-10-02,Raisin,fruit,True
2012-10-31,Cocktail de fruits au sirop,fruit,True
2012-12-04,Kiwi bio,fruit,True
2012-12-07,"salade de blé bio (blé bio, tomates, maïs)",fruit,True
2012-12-20,Pommes duchesse  0.268 €,fruit,True
2012-12-26,Fromage blanc / abricots secs,fruit,True
2012-12-27,"Salade de pommes de terre (Pommes de terre, tomates, concombres)",fruit,True
2013-09-06,Melon,fruit,True
2013-09-09,Pomme,fruit,True
2013-09-24,gateaux yuzu,fruit,True
2013-09-26,Tarte pomme/rhubarbe,fruit,True
2013-09-30,Sauté de porc aux pruneaux,fruit,True
2013-10-04,Raisin,fruit,True
2013-10-07,pomelos rosé,fruit,True
2013-10-17,Mâche aux noix,fruit,True
2013-10-29,pamplemousse vert,fruit,True
2013-11-08,Poire,fruit,True
2013-12-04,Poire,fruit,True
2013-12-16,Avocat/tomate/maïs,fruit,True
2013-12-20,abricots,fruit,True
2014-01-07,Maxi gervais Fruits rouges,fruit,True
2014-02-03,grillé aux fruits,fruit,True
2014-02-27,Courgettes à la tomate,fruit,True
2014-03-28,Courgettes à la tomate,fruit,True
2014-04-11,Pomme,fruit,True
2014-04-15,"Salade de pommes de terre (pommes de terre, tomates, concombres)",fruit,True
2014-04-22,Pommes noisette,fruit,True
2014-04-29,Kiwi,fruit,True
2014-05-19,Beignet pomme,fruit,True
2014-06-02,Melon,fruit,True
2014-06-11,Banane,fruit,True
2014-06-19,Pommes potatoes,fruit,True
2014-07-02,Cocktail de fruits,fruit,True
2014-07-09,Nectarine,fruit,True
2014-07-23,Tarte normande aux pommes,fruit,True
2014-07-24,Pastèque,fruit,True
2014-08-29,Beignet pomme,fruit,True
2014-09-05,raisin chasselas,fruit,True
2014-09-12,Prunes Reine-Claude,fruit,True
2014-09-30,Raisin muscat,fruit,True
2014-10-01,Poire,fruit,True
2014-10-03,Maxi Gervais aux fruits,fruit,True
2014-10-13,Pomme bio,fruit,True
2014-10-15,Salade de pâtes aux tomates confites,fruit,True
2014-12-09,banane,fruit,True
2014-12-24,jus d'orange,fruit,True
2014-12-26,Compote de pomme,fruit,True
2015-02-02,Mâche aux noix,fruit,True
2015-02-04,Potage tomate/vermicelle,fruit,True
2015-02-16,Pomme,fruit,True
2015-02-24,Ananas,fruit,True
2015-02-27,Pommes rissolées,fruit,True
2015-03-05,tarte normande aux pommes,fruit,True
2015-03-10,Pamplemousse,fruit,True
2015-04-01,Ananas,fruit,True
2015-04-03,Orange,fruit,True
2015-04-09,Compote 5/1,fruit,True
2015-04-21,Pamplemousse,fruit,True
2015-05-05,Pommes rissolées,fruit,True
2015-05-12,Melon,fruit,True
2015-05-13,Banane,fruit,True
2015-07-06,Pastèque,fruit,True
2015-07-10,Pommes vapeur,fruit,True
2015-07-16,Marmelade pommes,fruit,True
2015-07-17,Fruit de saison,fruit,True
2015-08-04,Pastèque,fruit,True
2015-08-06,Fruit,fruit,True
2015-08-20,Fruit,fruit,True
2015-09-01,CCAS : melon,fruit,True
2015-09-18,Tarte grillée aux pommes,fruit,True
2015-09-28,Pamplemousse,fruit,True
2015-10-20,Pamplemousse,fruit,True
2015-10-22,Pomme,fruit,True
2015-10-30,fruit de saison,fruit,True
2015-12-14,Kiwi bio,fruit,True
2015-12-15,Ananas,fruit,True
2016-01-19,Kiwi bio,fruit,True
2016-01-25,Ananas chantilly,fruit,True
2016-02-25,Salade de fruits exotiques et Lychee au sirop,fruit,True
2016-03-02,Banane,fruit,True
2016-03-25,pommes parisienne ( skin on) (Mac Cain frais),fruit,True
2016-04-12,Kiwi,fruit,True
2016-04-19,Banane,fruit,True
2016-04-29,Kiwi bio,fruit,True
2016-05-09,Rillettes de thon/citron,fruit,True
2016-05-10,Pommes noisettes,fruit,True
2016-05-24,kiwi,fruit,True
2016-06-03,Fruit de saison,fruit,True
2016-06-13,Melon,fruit,True
2016-06-17,Poisson + sauce thym et citron,fruit,True
2016-06-29,Cerises,fruit,True
2016-07-04,Pastèque,fruit,True
2016-07-07,Tarte au citron,fruit,True
2016-07-08,Cerises,fruit,True
2016-07-12,Marmelade de pommes (mettre en barquettes pour les CL ??),fruit,True
2016-08-02,Purée de pommes de terre,fruit,True
